START MPC DATA
Title
  No title given
File version
 1
 
START DENSITY DATA
Self-consistent charge density in reciprocal space
 -9.4558830156116172E-02 -1.8087522409427948E-02
 -9.4623416537981481E-02  1.8160487562992701E-02
  1.5943211792982856E-01  1.4186343035927920E-01
  1.5943211792982909E-01 -1.4186343035928031E-01
  1.5941442851776483E-01 -1.4178377144233714E-01
  1.5941442851776494E-01  1.4178377144233648E-01
  1.3883577703317985E-02  1.0773613708557903E-02
  1.3883577703317617E-02 -1.0773613708557842E-02
  1.3907517579034780E-02  1.0780460582150698E-02
  1.3907517579034840E-02 -1.0780460582151187E-02
 -9.4711059864209121E-02 -1.0918494118537066E-01
  9.4685423759412093E-02  1.0922407710786425E-01
 -9.4711059864209121E-02  1.0918494118537073E-01
  9.4685423759412107E-02 -1.0922407710786443E-01
 -3.2881545526732536E-01  1.8325725758927303E-01
 -3.2881545526732558E-01 -1.8325725758927286E-01
 -3.2874991162054229E-01 -1.8322486179373246E-01
 -3.2874991162054196E-01  1.8322486179373271E-01
  1.9449986731987622E-02 -6.2200882001193919E-02
 -1.9415618902957732E-02  6.2212320112989355E-02
 -1.9415618902957874E-02 -6.2212320112989446E-02
  1.9449986731987778E-02  6.2200882001193877E-02
 -1.7677196459768162E-03  1.5411848351268442E-01
  1.7179940816646302E-03  1.5410290195279036E-01
  1.7179940816656081E-03 -1.5410290195278925E-01
 -1.7677196459770607E-03 -1.5411848351268467E-01
 -2.6589978464194187E-03  6.6632062641971065E-02
 -2.6622996915107648E-03  6.6643279576740364E-02
 -2.6622996915107713E-03 -6.6643279576740364E-02
 -2.6589978464194161E-03 -6.6632062641971079E-02
 -1.6154436248360611E-02  9.1188195574169711E-02
  1.6146581226827179E-02  9.1197933565803163E-02
 -1.6154436248360601E-02 -9.1188195574169684E-02
  1.6146581226827189E-02 -9.1197933565803149E-02
 -8.7589853153497377E-02  1.5646413530153512E-05
 -8.7589853153497182E-02 -1.5646413530041131E-05
 -2.5781412942223813E-02 -9.5422113224059586E-04
  2.5834995814229159E-02 -8.9638659997091376E-04
  2.5834995814229132E-02  8.9638659997082009E-04
 -2.5781412942223778E-02  9.5422113224055769E-04
 -9.7664723415674479E-03 -2.1113288239419076E-01
 -9.6905680585453995E-03  2.1107292601752464E-01
 -9.6905680585453631E-03 -2.1107292601752467E-01
 -9.7664723415674878E-03  2.1113288239419079E-01
  9.6308251994155023E-03 -7.0098787725546605E-02
  9.5533037293206967E-03 -7.0050885942125746E-02
  9.6308251994156862E-03  7.0098787725546521E-02
  9.5533037293207140E-03  7.0050885942125871E-02
  1.0427141279572772E-02  7.0258925774483241E-02
 -1.0484035313545850E-02  7.0317266847559623E-02
  1.0427141279572883E-02 -7.0258925774483241E-02
 -1.0484035313545914E-02 -7.0317266847559970E-02
  3.9938713116317685E-02 -6.8245694075228444E-02
  3.9873522849864174E-02  6.8366000830494766E-02
  3.9938713116317734E-02  6.8245694075228361E-02
  3.9873522849864187E-02 -6.8366000830494808E-02
 -2.5738527138988293E-01  1.9040990409303335E-02
 -2.5738527138988293E-01 -1.9040990409303283E-02
 -2.5743697521400832E-01 -1.9068626606927770E-02
 -2.5743697521400832E-01  1.9068626606927798E-02
  1.9379627372557117E-02 -1.2511732431213773E-01
 -1.9402811488974520E-02 -1.2504501593064293E-01
 -1.9402811488974363E-02  1.2504501593064302E-01
  1.9379627372557332E-02  1.2511732431213771E-01
  1.0364108575985633E-02  4.6880198118324702E-02
 -1.0352154458773221E-02  4.6866617823348909E-02
  1.0364108575985550E-02 -4.6880198118324737E-02
 -1.0352154458773202E-02 -4.6866617823348909E-02
 -7.5412232406061874E-02 -4.4507703304432315E-02
 -7.5412232406061902E-02  4.4507703304432593E-02
 -7.5431424511305162E-02 -4.4493616619067138E-02
 -7.5431424511305065E-02  4.4493616619066985E-02
 -1.3758503756840176E-01  1.1683140937902881E-01
 -1.3758503756840224E-01 -1.1683140937902860E-01
 -1.3755121102734830E-01  1.1675658804115450E-01
 -1.3755121102734852E-01 -1.1675658804115450E-01
  9.9396274473064553E-02  4.2107812932927355E-02
  9.9326207879921122E-02  4.2037864310729159E-02
  9.9396274473064525E-02 -4.2107812932927424E-02
  9.9326207879921108E-02 -4.2037864310729235E-02
 -2.8587521766331097E-02 -6.9591324110381214E-02
  2.8696730629877095E-02  6.9579594887841489E-02
 -2.8587521766331170E-02  6.9591324110381214E-02
  2.8696730629877078E-02 -6.9579594887841489E-02
 -3.0299896172460011E-01  6.5785272100018576E-06
 -3.0299896172459984E-01 -6.5785272094786207E-06
 -5.5451135209398560E-02  4.6443815632102141E-03
 -5.5465701411004535E-02 -4.7297043607721495E-03
 -5.5465701411004542E-02  4.7297043607721512E-03
 -5.5451135209398608E-02 -4.6443815632102254E-03
 -5.1198382658400883E-02 -1.3990772859987066E-01
 -5.1198382658400821E-02  1.3990772859987066E-01
  5.1161382458490140E-02 -1.3986385657731598E-01
  5.1161382458490327E-02  1.3986385657731554E-01
 -7.1742138479073986E-02 -7.1558507045221931E-02
 -7.1774762698259165E-02  7.1493602897985231E-02
 -7.1742138479074291E-02  7.1558507045222236E-02
 -7.1774762698259401E-02 -7.1493602897984926E-02
  1.3588456213796482E-01  4.4059441940256731E-02
  1.3588456213796488E-01 -4.4059441940256815E-02
  1.3588972724955206E-01  4.4083324126396074E-02
  1.3588972724955201E-01 -4.4083324126396137E-02
 -1.6286742584379901E-01 -1.1926763997868686E-01
 -1.6293126702334004E-01 -1.1925838402980143E-01
 -1.6286742584379871E-01  1.1926763997868693E-01
 -1.6293126702334007E-01  1.1925838402980164E-01
 -1.5102158924884132E-01 -3.5621908867849300E-02
 -1.5097193110664786E-01 -3.5598334469889872E-02
 -1.5102158924884235E-01  3.5621908867848315E-02
 -1.5097193110664678E-01  3.5598334469891725E-02
  1.3978469106920294E-01 -7.6610507401975309E-02
  1.3978469106920294E-01  7.6610507401975114E-02
 -1.3969502114081195E-01  7.6566023645843570E-02
 -1.3969502114081195E-01 -7.6566023645843348E-02
  1.1924742262698511E-02 -7.2327511847902343E-02
 -1.1869657703708368E-02  7.2238460148277700E-02
 -1.1869657703708528E-02 -7.2238460148277783E-02
  1.1924742262698634E-02  7.2327511847902218E-02
  1.8502530207662676E-01 -2.1217295292055643E-01
 -1.8495245592475162E-01 -2.1211266240763904E-01
  1.8502530207662682E-01  2.1217295292055632E-01
 -1.8495245592475140E-01  2.1211266240763907E-01
  2.3260572749054780E-03  6.4563796977765405E-03
  2.4275021941929150E-03  6.5016456620939113E-03
  2.4275021941928838E-03 -6.5016456620938697E-03
  2.3260572749054520E-03 -6.4563796977765379E-03
  7.4633331805874004E-02  3.4902794857640564E-02
  7.4633331805874059E-02 -3.4902794857640557E-02
  7.4617827267037251E-02  3.4855919142780252E-02
  7.4617827267037223E-02 -3.4855919142780266E-02
  8.0389018047328328E-02 -1.5628841232967641E-01
  8.0389018047328023E-02  1.5628841232967602E-01
 -8.0417905136816112E-02 -1.5633943443601789E-01
 -8.0417905136816001E-02  1.5633943443601817E-01
 -1.1411499504267132E-01 -2.4533416232730205E-02
 -1.1409228281790347E-01 -2.4451556409050536E-02
 -1.1409228281790347E-01  2.4451556409050657E-02
 -1.1411499504267116E-01  2.4533416232730421E-02
 -1.4926964143192872E-01 -2.7854327747776074E-05
 -1.4926964143192875E-01  2.7854327747881943E-05
  8.6201062826404454E-02  1.0958842363318658E-02
  8.6151403853797853E-02 -1.0920925584773792E-02
  8.6151403853798034E-02  1.0920925584773417E-02
  8.6201062826404246E-02 -1.0958842363318526E-02
 -6.4146742299392698E-02 -4.5556200581139232E-02
 -6.4169298148831322E-02 -4.5499598433610865E-02
 -6.4169298148831391E-02  4.5499598433611024E-02
 -6.4146742299392656E-02  4.5556200581139128E-02
 -1.3447245391029070E-01  1.8744752407055962E-01
 -1.3447245391029081E-01 -1.8744752407055934E-01
  1.3446078859817737E-01  1.8739327296458508E-01
  1.3446078859817717E-01 -1.8739327296458524E-01
  2.9213338914215459E-02 -6.7140676296205848E-02
 -2.9244975788546512E-02  6.7103267682708342E-02
  2.9213338914215414E-02  6.7140676296205848E-02
 -2.9244975788546342E-02 -6.7103267682708162E-02
 -8.9288559369911674E-02 -1.0651930087679505E-01
 -8.9288559369911744E-02  1.0651930087679498E-01
  8.9400092586258972E-02 -1.0649953202676107E-01
  8.9400092586259070E-02  1.0649953202676078E-01
  1.2259870980643803E-01 -1.4628156565296205E-01
  1.2259870980643821E-01  1.4628156565296199E-01
 -1.2264184651940833E-01 -1.4632662475290625E-01
 -1.2264184651940831E-01  1.4632662475290639E-01
 -2.2832333282600568E-02 -7.3603770351472864E-02
  2.2918928940515115E-02  7.3661238327723366E-02
 -2.2832333282600627E-02  7.3603770351472919E-02
  2.2918928940515421E-02 -7.3661238327723796E-02
 -4.5951544075149973E-02  3.5613507247569294E-02
  4.5852975093698817E-02  3.5696029692824406E-02
  4.5852975093698824E-02 -3.5696029692824434E-02
 -4.5951544075149904E-02 -3.5613507247569370E-02
  9.2357902324754148E-04 -1.8514391184820386E-02
 -8.8257179130280927E-04 -1.8454023034798320E-02
 -8.8257179130293677E-04  1.8454023034798320E-02
  9.2357902324752240E-04  1.8514391184820421E-02
 -6.7007854061012950E-02 -6.1409648214030402E-02
 -6.7021679078981974E-02 -6.1492872869873795E-02
 -6.7021679078983459E-02  6.1492872869874989E-02
 -6.7007854061015101E-02  6.1409648214031630E-02
  2.7893341407835486E-02 -5.7977267170009707E-02
  2.7886265897517949E-02  5.7896747537713858E-02
  2.7886265897517869E-02 -5.7896747537713886E-02
  2.7893341407835535E-02  5.7977267170009693E-02
  1.0200695925075795E-02  2.1369172593576412E-02
  1.0200695925075932E-02 -2.1369172593576305E-02
  1.0265880158046949E-02  2.1356549526114450E-02
  1.0265880158046718E-02 -2.1356549526114651E-02
  3.6223690960558177E-03  2.5388255232479780E-02
 -3.5929746881619156E-03  2.5295648132716099E-02
 -3.5929746881617781E-03 -2.5295648132716005E-02
  3.6223690960556949E-03 -2.5388255232479864E-02
  5.3257539785755093E-02  3.2707178038319684E-01
  5.3257539785754891E-02 -3.2707178038319673E-01
 -5.3185022302209693E-02 -3.2704849959706422E-01
 -5.3185022302209263E-02  3.2704849959706417E-01
  1.4834356123139103E-01 -9.6932694667196326E-02
  1.4834356123139097E-01  9.6932694667196201E-02
  1.4829624456739629E-01  9.6908340342528571E-02
  1.4829624456739629E-01 -9.6908340342528487E-02
 -3.6363740624889562E-02 -4.3025187989640327E-02
  3.6475934398527469E-02 -4.3036203951051108E-02
  3.6475934398527685E-02  4.3036203951051039E-02
 -3.6363740624889500E-02  4.3025187989640300E-02
 -1.8895196429364495E-02  9.5274911996482622E-02
  1.8795834259110408E-02 -9.5248153033836852E-02
  1.8795834259110560E-02  9.5248153033836949E-02
 -1.8895196429364557E-02 -9.5274911996482539E-02
 -1.0707525329772706E-01 -1.8297752677516491E-01
  1.0698833769014053E-01 -1.8296568031640337E-01
 -1.0707525329772689E-01  1.8297752677516491E-01
  1.0698833769014061E-01  1.8296568031640323E-01
 -1.0616670298009098E-01  8.4790820272663756E-03
 -1.0617522912301804E-01  8.4880785196159575E-03
 -1.0617522912301829E-01 -8.4880785196160408E-03
 -1.0616670298009104E-01 -8.4790820272661795E-03
 -1.2893237679993211E-01 -4.2502257654619686E-02
 -1.2893258121521459E-01 -4.2613284339711989E-02
 -1.2893237679993208E-01  4.2502257654619846E-02
 -1.2893258121521461E-01  4.2613284339712218E-02
  3.4347983959263995E-01  2.5607917225153008E-05
  3.4347983959264000E-01 -2.5607917225111615E-05
 -8.1012460346787801E-02 -5.1165140121274183E-02
 -8.1012460346787649E-02  5.1165140121274016E-02
 -8.0996448726875572E-02 -5.1237172863903425E-02
 -8.0996448726875642E-02  5.1237172863903488E-02
  5.2705416444268044E-02 -3.7299286231507682E-02
 -5.2619957960542384E-02 -3.7270597541719699E-02
  5.2705416444267968E-02  3.7299286231507543E-02
 -5.2619957960542488E-02  3.7270597541719658E-02
 -6.4660337587187450E-02 -1.6746437342615474E-02
  6.4625899636518283E-02  1.6709659344187909E-02
 -6.4660337587187505E-02  1.6746437342615515E-02
  6.4625899636518311E-02 -1.6709659344188027E-02
  1.7531958323053320E-01  3.3160358134498961E-02
  1.7524800701018767E-01  3.3057400609296732E-02
  1.7524800701018772E-01 -3.3057400609296732E-02
  1.7531958323053318E-01 -3.3160358134498948E-02
  3.9849503374163209E-02 -1.9070418972725434E-02
  3.9849503374163160E-02  1.9070418972725451E-02
 -3.9929190499142932E-02  1.9141557753605608E-02
 -3.9929190499142897E-02 -1.9141557753605626E-02
  1.4353204414773735E-01 -2.2181364079373113E-04
  1.4353204414773732E-01  2.2181364079363372E-04
 -1.4354756503277566E-01  1.7572617515073554E-04
 -1.4354756503277549E-01 -1.7572617515039600E-04
  1.5331471263139368E-01 -1.7223885259356175E-01
  1.5331471263139376E-01  1.7223885259356167E-01
 -1.5330223317686831E-01 -1.7220917114775902E-01
 -1.5330223317686820E-01  1.7220917114775908E-01
  2.3569820809960140E-01 -7.3432124660885181E-02
  2.3567684136600911E-01 -7.3391169389116523E-02
  2.3569820809960151E-01  7.3432124660885154E-02
  2.3567684136600917E-01  7.3391169389116481E-02
 -7.1481591011076803E-02 -1.6105827224245719E-02
 -7.1481591011076873E-02  1.6105827224245885E-02
 -7.1471396969188528E-02 -1.6172844835499547E-02
 -7.1471396969188583E-02  1.6172844835499606E-02
  1.2033359173528084E-01  6.1260822211012455E-03
  1.2040573524329942E-01  6.0963182244481899E-03
  1.2040573524329960E-01 -6.0963182244482298E-03
  1.2033359173528071E-01 -6.1260822211014034E-03
  1.3802055940290994E-01  7.1957117209928824E-06
  1.3802055940291008E-01 -7.1957117210940520E-06
  3.1615546764045370E-03 -1.4069276917236997E-01
 -3.1187247334665733E-03  1.4071527807607248E-01
  3.1615546764045118E-03  1.4069276917236995E-01
 -3.1187247334665946E-03 -1.4071527807607259E-01
 -1.6062422301089418E-01  1.5407840517770466E-01
  1.6059723825221281E-01  1.5411527981566822E-01
  1.6059723825221262E-01 -1.5411527981566861E-01
 -1.6062422301089416E-01 -1.5407840517770441E-01
  1.0761438995731082E-01  3.8864689743735900E-02
  1.0772368967859972E-01  3.8924519637346978E-02
  1.0772368967859963E-01 -3.8924519637347013E-02
  1.0761438995731087E-01 -3.8864689743735990E-02
 -3.2309060087965608E-02  7.9396488137302304E-05
 -3.2309060087965615E-02 -7.9396488137336904E-05
 -1.3308982920328122E-01  9.3081931978138799E-02
 -1.3307778782718740E-01  9.3079620809301877E-02
 -1.3308982920328125E-01 -9.3081931978138771E-02
 -1.3307778782718740E-01 -9.3079620809301974E-02
  1.4375022027535284E-02 -5.7614182138472157E-02
  1.4430740051328479E-02 -5.7656072128714611E-02
  1.4375022027536263E-02  5.7614182138471547E-02
  1.4430740051328234E-02  5.7656072128714729E-02
 -1.0336173384556398E-02  1.9994512769866166E-01
  1.0272571478570127E-02 -1.9996912749679760E-01
  1.0272571478570275E-02  1.9996912749679771E-01
 -1.0336173384556504E-02 -1.9994512769866143E-01
  5.9841161409009041E-05  5.7494645988749252E-06
  5.9841161409091169E-05 -5.7494645987641172E-06
  1.3753628095247605E-02  1.9292896115066241E-01
  1.3753628095247314E-02 -1.9292896115066302E-01
 -1.3724265437474291E-02  1.9300183193310086E-01
 -1.3724265437474691E-02 -1.9300183193310103E-01
  1.1454239724465913E-01 -4.4122283856799900E-02
  1.1453230080834736E-01  4.4107275443239870E-02
  1.1453230080834748E-01 -4.4107275443239814E-02
  1.1454239724465907E-01  4.4122283856799838E-02
 -1.4236705109351172E-01 -3.6067475356165307E-02
 -1.4240342991486493E-01 -3.6056351632346266E-02
 -1.4240342991486502E-01  3.6056351632346224E-02
 -1.4236705109351172E-01  3.6067475356165314E-02
  6.0390150609236422E-02 -8.1366627945492154E-02
 -6.0432532046180189E-02  8.1366111290213081E-02
 -6.0432532046180175E-02 -8.1366111290213039E-02
  6.0390150609236457E-02  8.1366627945492112E-02
 -2.4198459857901873E-02 -1.4467545298619280E-02
  2.4210543893738702E-02  1.4548411328915947E-02
 -2.4198459857902081E-02  1.4467545298619319E-02
  2.4210543893738886E-02 -1.4548411328916062E-02
 -2.9464248382564989E-03  2.9855288532849977E-03
  3.0412456053088535E-03 -2.9564379929425460E-03
  3.0412456053088479E-03  2.9564379929425334E-03
 -2.9464248382564079E-03 -2.9855288532850514E-03
  1.1674007050752391E-01  7.0292364114394245E-03
  1.1681965050356560E-01 -7.0183636960314761E-03
  1.1681965050356562E-01  7.0183636960313997E-03
  1.1674007050752391E-01 -7.0292364114394627E-03
  3.6254464936217305E-02  9.4454870519534093E-02
 -3.6228232914359906E-02 -9.4421770072665376E-02
  3.6254464936218284E-02 -9.4454870519534759E-02
 -3.6228232914360024E-02  9.4421770072665556E-02
  2.2424942372147144E-01  1.0495832055963102E-01
  2.2428380128320399E-01  1.0500515186900787E-01
  2.2424942372147133E-01 -1.0495832055963093E-01
  2.2428380128320399E-01 -1.0500515186900805E-01
 -5.3366597888304029E-02  1.7769159627331282E-01
  5.3503182801625686E-02 -1.7770906945135850E-01
  5.3503182801625811E-02  1.7770906945135842E-01
 -5.3366597888304057E-02 -1.7769159627331282E-01
 -1.1123760981027896E-02  2.7710473540434502E-02
 -1.1123760981027818E-02 -2.7710473540434471E-02
  1.1111135115735079E-02  2.7665940399146237E-02
  1.1111135115735048E-02 -2.7665940399146292E-02
 -5.7751259246731218E-02  1.3357762436882525E-02
 -5.7750703773774066E-02  1.3364793962916895E-02
 -5.7750703773773976E-02 -1.3364793962916845E-02
 -5.7751259246731204E-02 -1.3357762436882572E-02
 -6.0123668539556828E-02 -1.2870789165739882E-01
 -6.0178563816132118E-02 -1.2883067159000511E-01
 -6.0123668539556731E-02  1.2870789165739874E-01
 -6.0178563816131986E-02  1.2883067159000508E-01
  2.5851477450012202E-02  1.8757009751737172E-01
 -2.5837750455808665E-02 -1.8749390905218788E-01
  2.5851477450012081E-02 -1.8757009751737172E-01
 -2.5837750455808474E-02  1.8749390905218777E-01
 -1.3871660952047618E-01  4.9094816916776626E-02
 -1.3871660952047624E-01 -4.9094816916776675E-02
 -1.3871936969435666E-01  4.9102026423135929E-02
 -1.3871936969435666E-01 -4.9102026423135943E-02
 -4.6297994982946566E-02  3.0191211634028304E-03
 -4.6297994982946525E-02 -3.0191211634028846E-03
 -4.6374752933951408E-02  2.9857021968106223E-03
 -4.6374752933951394E-02 -2.9857021968104839E-03
 -1.2284149216142345E-02 -4.9562826599320653E-02
 -1.2257929172693565E-02 -4.9541785565437334E-02
 -1.2257929172693581E-02  4.9541785565437028E-02
 -1.2284149216142529E-02  4.9562826599320604E-02
  1.2443323989361249E-01 -3.4491759406934129E-02
  1.2441078763143876E-01  3.4411072671650306E-02
  1.2443323989361219E-01  3.4491759406934192E-02
  1.2441078763143903E-01 -3.4411072671650653E-02
  1.5971085254488572E-02  1.5145295801510147E-01
 -1.6002240232005790E-02 -1.5148759450100549E-01
  1.5971085254488756E-02 -1.5145295801510142E-01
 -1.6002240232005732E-02  1.5148759450100555E-01
 -7.2967797533236428E-02  1.7783490335417457E-02
 -7.3049161013289829E-02 -1.7846813510042300E-02
 -7.2967797533236470E-02 -1.7783490335417360E-02
 -7.3049161013289718E-02  1.7846813510042366E-02
  3.7550267110480470E-02 -7.2657071689756242E-02
 -3.7593343626152652E-02 -7.2666142744283707E-02
 -3.7593343626152700E-02  7.2666142744283665E-02
  3.7550267110480394E-02  7.2657071689756242E-02
 -1.6072770380252693E-01 -8.4426716293954873E-02
 -1.6074101019088666E-01  8.4390161878092257E-02
 -1.6074101019088674E-01 -8.4390161878092243E-02
 -1.6072770380252691E-01  8.4426716293954901E-02
  1.0405935289417118E-01  1.2902671772098467E-01
  1.0405935289417113E-01 -1.2902671772098454E-01
  1.0404327308397424E-01  1.2901937568870164E-01
  1.0404327308397408E-01 -1.2901937568870184E-01
 -2.9018696145055659E-02  7.8531807395791464E-02
  2.8935996826597532E-02 -7.8535131264646757E-02
 -2.9018696145055516E-02 -7.8531807395788952E-02
  2.8935996826597449E-02  7.8535131264644245E-02
  1.4729940374594378E-02 -6.5808987404929978E-02
  1.4729940374594318E-02  6.5808987404929950E-02
 -1.4695976430046248E-02 -6.5838843430118463E-02
 -1.4695976430046255E-02  6.5838843430118407E-02
 -1.6713956912343473E-03  7.3042676556874339E-02
 -1.6713956912370713E-03 -7.3042676556878988E-02
  1.5608504098494035E-03 -7.3047240930780952E-02
  1.5608504098521237E-03  7.3047240930785032E-02
  2.6179983963074929E-02 -1.2454446000747927E-02
 -2.6159195080184428E-02  1.2499949012624531E-02
 -2.6159195080184810E-02 -1.2499949012624346E-02
  2.6179983963075245E-02  1.2454446000747785E-02
 -8.4602112409944405E-02 -1.0901291282700509E-02
 -8.4602112409944488E-02  1.0901291282700627E-02
 -8.4549605274122322E-02 -1.0960259533169703E-02
 -8.4549605274122225E-02  1.0960259533169328E-02
 -1.4961286330377627E-01 -2.0070819977492077E-05
 -1.4961286330377724E-01  2.0070819977582018E-05
 -5.8201315142326446E-02  5.0863330256969506E-02
 -5.8172920310845311E-02  5.0861411545745396E-02
 -5.8201315142327008E-02 -5.0863330256969770E-02
 -5.8172920310844832E-02 -5.0861411545745146E-02
  8.8134378106863656E-02 -6.3275436025721749E-02
 -8.8065526126100330E-02  6.3305210572595638E-02
 -8.8065526126100496E-02 -6.3305210572595680E-02
  8.8134378106863753E-02  6.3275436025721873E-02
 -1.7050601475010557E-01 -1.5064489711714127E-02
  1.7045782636223347E-01  1.5100744946488184E-02
 -1.7050601475010560E-01  1.5064489711714413E-02
  1.7045782636223336E-01 -1.5100744946488234E-02
  7.0871849061067027E-02 -8.4257671203018629E-03
  7.0871849061066944E-02  8.4257671203018004E-03
 -7.0803525461294869E-02  8.3571947227621401E-03
 -7.0803525461294828E-02 -8.3571947227620760E-03
 -1.3932595209746673E-01 -8.2837361773675344E-02
 -1.3938923321015148E-01 -8.2947618318684552E-02
 -1.3938923321015134E-01  8.2947618318684579E-02
 -1.3932595209746668E-01  8.2837361773675289E-02
  1.0296844705787908E-01  2.6168550158933084E-02
  1.0302333685547198E-01 -2.6157974681120782E-02
  1.0302333685547198E-01  2.6157974681120751E-02
  1.0296844705787905E-01 -2.6168550158933216E-02
  1.0473473444817645E-01  8.0043532976152507E-03
  1.0479330543826641E-01  7.9987845098134763E-03
  1.0479330543826644E-01 -7.9987845098134901E-03
  1.0473473444817638E-01 -8.0043532976152368E-03
  2.9741308967763107E-02 -8.7332231319669461E-03
 -2.9710774598351593E-02 -8.6867854988124122E-03
 -2.9710774598351641E-02  8.6867854988125544E-03
  2.9741308967763010E-02  8.7332231319668975E-03
 -1.1412877131542722E-01  1.5509224446705541E-01
 -1.1412877131542748E-01 -1.5509224446705541E-01
  1.1413010384749338E-01  1.5511034504862228E-01
  1.1413010384749338E-01 -1.5511034504862245E-01
 -2.2754477666930353E-02  1.4311649710907282E-01
 -2.2754477666930620E-02 -1.4311649710907268E-01
  2.2729782137940347E-02  1.4309441652795532E-01
  2.2729782137940194E-02 -1.4309441652795526E-01
 -3.2320807588309031E-03 -4.1273140703743591E-02
 -3.2320807588309031E-03  4.1273140703743667E-02
  3.2179863186389069E-03  4.1321651201662653E-02
  3.2179863186389281E-03 -4.1321651201662667E-02
 -6.7744043101918616E-02  1.2305390530705355E-01
  6.7844136478586892E-02  1.2304326666562646E-01
  6.7844136478585185E-02 -1.2304326666562708E-01
 -6.7744043101920420E-02 -1.2305390530705285E-01
  1.3558932247735139E-01  1.0948049418233589E-01
  1.3553176947457218E-01 -1.0940988780027988E-01
  1.3558932247735125E-01 -1.0948049418233591E-01
  1.3553176947457216E-01  1.0940988780027995E-01
 -8.6479848323232269E-03  1.1705055057573402E-01
 -8.6369363597545920E-03 -1.1698420757166519E-01
 -8.6369363597541635E-03  1.1698420757166524E-01
 -8.6479848323234108E-03 -1.1705055057573382E-01
  1.1273422406769494E-01 -8.7285104170756855E-02
  1.1273422406769490E-01  8.7285104170756855E-02
 -1.1262177281977885E-01  8.7224984127959551E-02
 -1.1262177281977880E-01 -8.7224984127959551E-02
 -1.0081399106442927E-03 -1.9081662349447769E-02
 -1.0081399106444150E-03  1.9081662349447859E-02
  9.6299902677774688E-04 -1.9062040914648068E-02
  9.6299902677796090E-04  1.9062040914648647E-02
 -4.4675514039080121E-02  1.5912661136439241E-01
 -4.4708843178776908E-02 -1.5913936449568028E-01
 -4.4708843178776672E-02  1.5913936449568045E-01
 -4.4675514039080225E-02 -1.5912661136439227E-01
 -1.4314480926274140E-01 -5.3319189306977093E-02
 -1.4321180395408931E-01  5.3388770934207720E-02
 -1.4314480926274142E-01  5.3319189306977044E-02
 -1.4321180395408931E-01 -5.3388770934207755E-02
 -1.4902407125413575E-01  3.3766840165433229E-02
 -1.4902407125413580E-01 -3.3766840165433132E-02
 -1.4903307593227980E-01 -3.3640375582841373E-02
 -1.4903307593227968E-01  3.3640375582841546E-02
  7.6465565980811112E-03  1.5481261038847913E-01
  7.6465565980810323E-03 -1.5481261038847915E-01
 -7.5798777633612298E-03  1.5489231629286659E-01
 -7.5798777633613208E-03 -1.5489231629286671E-01
  5.5732943979748886E-02  1.1671080030412872E-02
  5.5732943979748581E-02 -1.1671080030413339E-02
 -5.5693433326842200E-02  1.1641998060258008E-02
 -5.5693433326842491E-02 -1.1641998060258145E-02
  5.3943457370841337E-02 -2.0807138453408147E-02
  5.3943457370841497E-02  2.0807138453408033E-02
 -5.3855765959018025E-02 -2.0839129618875102E-02
 -5.3855765959017796E-02  2.0839129618874953E-02
 -1.4484307548636133E-01  1.5331948293257541E-02
 -1.4484307548636152E-01 -1.5331948293257484E-02
 -1.4481966719360026E-01  1.5240954198265195E-02
 -1.4481966719360034E-01 -1.5240954198265027E-02
 -2.1263892487897426E-01 -2.7204550095774317E-05
 -2.1263892487897385E-01  2.7204550093215254E-05
  5.1203384180363007E-02 -1.4348926169286461E-01
  5.1203384180362028E-02  1.4348926169286363E-01
 -5.1226404524626290E-02  1.4348992089583285E-01
 -5.1226404524627761E-02 -1.4348992089583285E-01
  6.0067197579319533E-02 -1.8844458934673760E-02
  6.0067197579319609E-02  1.8844458934673586E-02
 -6.0144188606362156E-02  1.8887255577054382E-02
 -6.0144188606362253E-02 -1.8887255577054445E-02
  2.4589730305849409E-02  2.3835073530288423E-02
 -2.4527578793862206E-02 -2.3846145816956221E-02
 -2.4527578793861717E-02  2.3846145816956162E-02
  2.4589730305848510E-02 -2.3835073530288912E-02
  1.4437712697280145E-01  2.8111868044821057E-05
  1.4437712697280114E-01 -2.8111868045917541E-05
  1.8630243201764377E-01 -1.3127411314288884E-01
  1.8626164134528433E-01 -1.3124232633860178E-01
  1.8630243201764374E-01  1.3127411314288875E-01
  1.8626164134528447E-01  1.3124232633860167E-01
  2.8131593551080059E-01  4.6550196459082577E-05
  2.8131593551080175E-01 -4.6550196459805062E-05
  1.2511547977307258E-01  7.2070229764310559E-02
  1.2505277066727633E-01  7.2024003322018748E-02
  1.2511547977307255E-01 -7.2070229764310684E-02
  1.2505277066727630E-01 -7.2024003322018706E-02
 -2.9705478459599303E-02  9.5406836200994813E-02
 -2.9705478459599314E-02 -9.5406836200994841E-02
  2.9701226288814827E-02 -9.5448670216685058E-02
  2.9701226288814855E-02  9.5448670216685058E-02
 -2.2946143473314751E-02 -1.7784704080391876E-02
 -2.2972767588954977E-02 -1.7756497130793032E-02
 -2.2972767588954938E-02  1.7756497130793029E-02
 -2.2946143473314699E-02  1.7784704080391928E-02
  9.5426963745986193E-02 -3.2681537151839433E-02
  9.5426963745986165E-02  3.2681537151839364E-02
  9.5367370008084179E-02 -3.2528855002003101E-02
